1.0,0,12.275540098852039,-7.635622608418367,23.36151745854592,-4913.330078125,-9552.001953125,419.61669921875,190.84769226221096,889.7667465641676,143.22452497712473,389.07458219714306
1.0,60.838937759399414,13.384137834821429,-4.540268255739796,22.76985012755102,-2922.05810546875,-20774.84130859375,-2632.14111328125,246.02994686832838,888.5129007305909,122.68946688183979,367.370909566242
1.0,168.55406761169434,15.875368702168366,-3.5998286033163263,26.537836814413264,-21995.54443359375,9620.66650390625,-5386.3525390625,235.3580920614078,879.3566414932942,169.82969545774347,377.486874081177
1.0,260.30421257019043,14.959841358418366,-5.897989078443877,25.11160714285714,-48606.87255859375,47279.35791015625,-6011.962890625,303.2818457360869,841.6680886825944,141.95065043236443,423.6330527498171
1.0,361.0365390777588,11.721241230867346,-7.230797592474489,24.943449059311224,-80780.029296875,96244.81201171875,-5012.51220703125,304.80656881853906,794.9720003310304,172.59168696784803,495.3025175429068
1.0,469.74658966064453,6.246761399872448,-11.023696588010203,18.204669563137756,-76637.26806640625,135238.6474609375,-18669.12841796875,370.27942967541713,705.417634416581,140.22788569252228,587.8905043352611
1.0,580.4483890533447,-6.315270248724489,-18.628178810586732,16.884317203443874,-3173.828125,23361.2060546875,-41160.58349609375,384.9903872444684,630.2443012989835,126.68814224019226,662.211927576995
1.0,659.2621803283691,-4.266232860331632,-16.77843989158163,23.648009008290813,-29815.673828125,22674.560546875,-14732.36083984375,373.3609090327787,647.6210031950592,123.9288417783576,652.5567484918969
1.0,755.0058364868164,-4.814303651147959,-16.61650988520408,19.556162308673468,-45539.85595703125,41931.15234375,4241.943359375,350.6688226998717,646.3902290610976,79.78762456221413,672.9375777346266
1.0,867.7041530609131,-8.046675701530612,-18.908442283163264,15.345982142857142,-72547.91259765625,50483.70361328125,24536.1328125,359.8965626818937,603.4744734946609,1.6269113782459432,711.5408471545869
1.0,955.4390907287598,-10.369748485331632,-20.035724250637756,11.845802774234693,-90568.54248046875,50056.45751953125,36819.4580078125,373.4519604437327,550.4848210085921,-105.79530983245522,739.1261377446516
1.0,1056.171178817749,-12.736417809311224,-20.502830038265305,7.448780293367347,-88783.26416015625,46737.6708984375,36056.5185546875,387.29867542905004,495.23983242393757,-211.29263689193448,748.3933898604841
1.0,1156.9011211395264,-14.324577487244897,-17.637914540816325,0.3612284757653061,-92025.7568359375,43174.74365234375,40771.484375,400.283168201405,429.1496347570356,-302.68795828385095,750.9886657949655
1.0,1243.6680793762207,-17.06493144132653,-17.058703364158163,-5.013602120535714,-80184.9365234375,46531.67724609375,38108.82568359375,412.86003871450885,347.9991094837165,-387.5612393027754,747.1542638714521
1.0,1339.447259902954,-17.189492984693874,-15.694754464285712,-10.780801578443878,-55274.96337890625,34507.75146484375,28335.5712890625,427.36101471763624,268.7105773636278,-457.94303891806834,731.7413216560225
1.0,0,18.14238879145408,-3.4067582110969385,21.424585459183675,50971.98486328125,-5828.857421875,-4585.26611328125,132.9422123494004,935.4719806899429,-169.1445581900547,280.37235946928286
1.0,89.0035629272461,21.387216996173468,-6.402463329081632,30.411700813137752,-23674.01123046875,50491.3330078125,2983.09326171875,148.28351535008233,917.8881250846352,-127.5308937432256,345.29590215507767
1.0,188.7362003326416,23.67914939413265,-5.817024075255102,28.537049585459183,-236503.60107421875,204216.00341796875,114784.24072265625,306.5151149951616,796.9365153402139,-203.94024462481556,478.90401065273005
1.0,289.46709632873535,8.28334263392857,-7.947026466836734,1.258071588010204,-250000.0,242240.90576171875,230407.71484375,468.58326099331094,464.05939110779315,-437.0477884854177,611.6108563633779
